Month,Month Number,Month Name,Year,Branch Name,Branch,Material Category,Material Type,Materials,Checkouts,Renewals,Transactions
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,317,345,662
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,20,16,36
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,140,108,248
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Book,Physical,Board Book,115,164,279
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Book,Physical,Book,8415,8933,17348
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,57,1,58
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,DVD,Physical,DVD,3419,2491,5910
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,64,1,65
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,39,29,68
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,139,1,140
04/01/2018 12:00:00 AM,4,Apr,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,1,3,4
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,161,125,286
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,5,7,12
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Audio CD,Physical,Playaway,37,31,68
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Book,Physical,Board Book,35,6,41
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Book,Physical,Book,3167,2277,5444
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Book,Physical,Bookclub kit,4,0,4
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Book,Physical,Express Check Out,47,0,47
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,DVD,Physical,DVD,824,550,1374
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,InterLibrary Loan,Physical,ILL,19,0,19
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Culture Pass,104,0,104
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Equipment,7,0,7
04/01/2018 12:00:00 AM,4,Apr,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Stuffbrary,1,0,1
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,,Physical,Map,2,0,2
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Audio CD,Physical,Audio CD,876,724,1600
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Audio CD,Physical,Audio Kit,80,44,124
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Audio CD,Physical,Playaway,189,180,369
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Book,Physical,Board Book,518,555,1073
01/01/2018 12:00:00 AM,1,Jan,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,2218,1291,3509
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Book,Physical,Book,20954,22138,43092
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Book,Physical,Book Bucket,2,1,3
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Book,Physical,Bookclub kit,10,0,10
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Book,Physical,Express Check Out,81,0,81
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,DVD,Physical,DVD,11776,8380,20156
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,InterLibrary Loan,Physical,ILL,169,2,171
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Magazine,Physical,Periodical,127,146,273
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Stuffbrary,Physical,Culture Pass,205,3,208
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Stuffbrary,Physical,Equipment,7,1,8
04/01/2018 12:00:00 AM,4,Apr,2018,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),243,0,243
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,1678,1422,3100
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,54,56,110
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Audio CD,Physical,Playaway,384,331,715
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Book,Physical,Board Book,423,349,772
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Book,Physical,Book,28895,25948,54843
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Book,Physical,Bookclub kit,8,0,8
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Book,Physical,Express Check Out,157,2,159
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,DVD,Physical,DVD,10187,7004,17191
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,111,0,111
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Magazine,Physical,Periodical,169,124,293
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,194,1,195
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,2,3,5
04/01/2018 12:00:00 AM,4,Apr,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),128,0,128
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,297,330,627
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,21,12,33
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,118,141,259
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Book,Physical,Board Book,205,204,409
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Book,Physical,Book,9055,8933,17988
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Book,Physical,Bookclub kit,2,0,2
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,72,1,73
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,DVD,Physical,DVD,3312,2497,5809
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,28,0,28
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,39,44,83
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,121,0,121
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,5,2,7
04/01/2019 12:00:00 AM,4,Apr,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary,1,0,1
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,151,78,229
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,4,4,8
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Audio CD,Physical,Playaway,37,4,41
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Book,Physical,Board Book,9,5,14
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Book,Physical,Book,2134,1715,3849
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Book,Physical,Bookclub kit,2,0,2
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Book,Physical,Express Check Out,70,0,70
01/01/2018 12:00:00 AM,1,Jan,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,93,71,164
01/01/2018 12:00:00 AM,1,Jan,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Tape,1,1,2
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,DVD,Physical,DVD,571,332,903
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,InterLibrary Loan,Physical,ILL,16,0,16
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Stuffbrary,Physical,Culture Pass,80,1,81
04/01/2019 12:00:00 AM,4,Apr,2019,Mesa Express Library,MEL,Stuffbrary,Physical,Equipment,2,0,2
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Audio CD,Physical,Audio CD,762,641,1403
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Audio CD,Physical,Audio Kit,85,68,153
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Audio CD,Physical,Audio Tape,1,0,1
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Audio CD,Physical,Playaway,164,176,340
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Book,Physical,Board Book,576,681,1257
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Book,Physical,Book,19628,21439,41067
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Book,Physical,Book Bucket,3,4,7
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Book,Physical,Bookclub kit,11,1,12
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Book,Physical,Express Check Out,100,1,101
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,DVD,Physical,DVD,10096,6825,16921
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,InterLibrary Loan,Physical,ILL,110,0,110
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Magazine,Physical,Periodical,98,75,173
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Stuffbrary,Physical,Culture Pass,219,4,223
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Stuffbrary,Physical,Equipment,6,3,9
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Stuffbrary,Physical,Stuffbrary,6,0,6
04/01/2019 12:00:00 AM,4,Apr,2019,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),267,0,267
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,1529,1209,2738
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,64,66,130
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Audio CD,Physical,Audio Tape,3,1,4
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Audio CD,Physical,Playaway,348,267,615
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Book,Physical,Board Book,667,542,1209
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Book,Physical,Book,29730,26348,56078
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Book,Physical,Bookclub kit,11,0,11
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Book,Physical,Express Check Out,205,1,206
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,DVD,Physical,DVD,9640,6485,16125
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,70,0,70
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Magazine,Physical,Periodical,138,141,279
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,185,1,186
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,9,3,12
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,1,0,1
04/01/2019 12:00:00 AM,4,Apr,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),108,0,108
04/01/2020 12:00:00 AM,4,Apr,2020,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,0,1,1
04/01/2020 12:00:00 AM,4,Apr,2020,Dobson Ranch Branch,DR,Blu-ray,Physical,Blu-ray,1,0,1
04/01/2020 12:00:00 AM,4,Apr,2020,Dobson Ranch Branch,DR,Book,Physical,Book,1,50,51
04/01/2020 12:00:00 AM,4,Apr,2020,Dobson Ranch Branch,DR,DVD,Physical,DVD,4,19,23
04/01/2020 12:00:00 AM,4,Apr,2020,Main Library,MN,Blu-ray,Physical,Blu-ray,4,0,4
04/01/2020 12:00:00 AM,4,Apr,2020,Main Library,MN,Book,Physical,Board Book,0,2,2
01/01/2018 12:00:00 AM,1,Jan,2018,Red Mountain Branch,RM,Audio CD,Physical,Playaway,509,379,888
04/01/2020 12:00:00 AM,4,Apr,2020,Main Library,MN,Book,Physical,Book,53,120,173
04/01/2020 12:00:00 AM,4,Apr,2020,Main Library,MN,DVD,Physical,DVD,28,14,42
04/01/2020 12:00:00 AM,4,Apr,2020,Red Mountain Branch,RM,Blu-ray,Physical,Blu-ray,0,8,8
04/01/2020 12:00:00 AM,4,Apr,2020,Red Mountain Branch,RM,Book,Physical,Book,27,319,346
04/01/2020 12:00:00 AM,4,Apr,2020,Red Mountain Branch,RM,DVD,Physical,DVD,20,47,67
04/01/2020 12:00:00 AM,4,Apr,2020,Red Mountain Branch,RM,Magazine,Physical,Periodical,0,4,4
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,,Physical,TakeMake (Quick-circ),200,0,200
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,29,23,52
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,2,6,8
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,3,19,22
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Blu-ray,Physical,Blu-ray,16,10,26
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Book,Physical,Board Book,43,41,84
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Book,Physical,Book,1235,1181,2416
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,DVD,Physical,DVD,96,120,216
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,11,0,11
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,7,0,7
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,54,0,54
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,1,0,1
04/01/2021 12:00:00 AM,4,Apr,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary,1,0,1
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,,Physical,TakeMake (Quick-circ),66,0,66
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Audio CD,Physical,Audio CD,238,175,413
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Audio CD,Physical,Audio Kit,3,1,4
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Audio CD,Physical,Playaway,44,24,68
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Blu-ray,Physical,Blu-ray,300,193,493
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Book,Physical,Board Book,513,484,997
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Book,Physical,Book,8222,10178,18400
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Book,Physical,Book Bucket,4,3,7
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Book,Physical,Bookclub kit,7,6,13
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,DVD,Physical,DVD,2299,1978,4277
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,InterLibrary Loan,Physical,ILL,11,0,11
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Magazine,Physical,Periodical,38,93,131
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Stuffbrary,Physical,Culture Pass,56,0,56
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Stuffbrary,Physical,Equipment,1,0,1
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Stuffbrary,Physical,Stuffbrary,3,0,3
04/01/2021 12:00:00 AM,4,Apr,2021,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),147,0,147
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,,Physical,TakeMake (Quick-circ),65,0,65
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,602,467,1069
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,87,72,159
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Audio CD,Physical,Playaway,179,182,361
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Blu-ray,Physical,Blu-ray,494,297,791
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Book,Physical,Board Book,514,446,960
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Book,Physical,Book,23777,21123,44900
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Book,Physical,Bookclub kit,6,0,6
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Book,Physical,Express Check Out,1,0,1
01/01/2018 12:00:00 AM,1,Jan,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,329,364,693
01/01/2018 12:00:00 AM,1,Jan,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,24,15,39
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,DVD,Physical,DVD,3754,2942,6696
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,28,0,28
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Magazine,Physical,Periodical,102,135,237
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,59,0,59
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,3,2,5
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,2,0,2
04/01/2021 12:00:00 AM,4,Apr,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),108,0,108
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,362,284,646
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,20,13,33
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,132,151,283
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Book,Physical,Board Book,160,154,314
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Book,Physical,Book,9825,8689,18514
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Book,Physical,Bookclub kit,1,0,1
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,68,0,68
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,DVD,Physical,DVD,3839,2636,6475
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,24,1,25
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,80,44,124
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,128,1,129
05/01/2018 12:00:00 AM,5,May,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,0,3,3
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,160,129,289
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,2,7,9
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Audio CD,Physical,Playaway,20,14,34
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Book,Physical,Board Book,22,20,42
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Book,Physical,Book,3335,2160,5495
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Book,Physical,Bookclub kit,2,0,2
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Book,Physical,Express Check Out,50,0,50
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,DVD,Physical,DVD,702,446,1148
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,InterLibrary Loan,Physical,ILL,23,0,23
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Magazine,Physical,Periodical,4,0,4
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Culture Pass,94,0,94
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Equipment,2,0,2
05/01/2018 12:00:00 AM,5,May,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Stuffbrary,1,0,1
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Audio CD,Physical,Audio CD,1027,857,1884
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Audio CD,Physical,Audio Kit,75,46,121
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Audio CD,Physical,Playaway,195,197,392
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Board Book,631,475,1106
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Book,23986,22787,46773
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Book Bucket,6,1,7
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Bookclub kit,12,1,13
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Braille,2,0,2
01/01/2018 12:00:00 AM,1,Jan,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,142,146,288
01/01/2018 12:00:00 AM,1,Jan,2018,Dobson Ranch Branch,DR,Book,Physical,Board Book,107,193,300
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Book,Physical,Express Check Out,79,2,81
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,DVD,Physical,DVD,12147,8628,20775
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,InterLibrary Loan,Physical,ILL,116,0,116
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Magazine,Physical,Periodical,141,124,265
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Stuffbrary,Physical,Culture Pass,220,2,222
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Stuffbrary,Physical,Equipment,6,3,9
05/01/2018 12:00:00 AM,5,May,2018,Main Library,MN,Stuffbrary,Physical,Stuffbrary,1,0,1
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,69,38,107
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Audio CD,Physical,Playaway,326,233,559
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Book,Physical,Board Book,504,371,875
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Book,Physical,Book,31645,25362,57007
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Book,Physical,Bookclub kit,11,0,11
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Book,Physical,Express Check Out,144,0,144
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,DVD,Physical,DVD,10770,7072,17842
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,78,1,79
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Magazine,Physical,Periodical,173,110,283
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,197,2,199
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,4,2,6
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,2,0,2
05/01/2018 12:00:00 AM,5,May,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),83,0,83
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,312,272,584
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,30,14,44
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,104,129,233
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Book,Physical,Board Book,171,166,337
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Book,Physical,Book,10002,8814,18816
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,72,3,75
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,DVD,Physical,DVD,3421,2368,5789
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,33,0,33
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,71,41,112
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,116,1,117
05/01/2019 12:00:00 AM,5,May,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,1,3,4
05/01/2019 12:00:00 AM,5,May,2019,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,79,91,170
05/01/2019 12:00:00 AM,5,May,2019,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,8,3,11
05/01/2019 12:00:00 AM,5,May,2019,Mesa Express Library,MEL,Audio CD,Physical,Playaway,8,3,11
